SMTM8,Tue Jul 01 15:02:00 PDT 2003,46.43945,-114.22722,3.13,280
SPBM8,Tue Jul 01 15:01:00 PDT 2003,47.92389,-113.52472,1.34,20
NS042,Tue Jul 01 15:02:00 PDT 2003,47.31083,-115.10973,1.34,230
TR296,Tue Jul 01 15:01:00 PDT 2003,47.58055,-115.285,6.26,300
NS045,Tue Jul 01 15:01:00 PDT 2003,45.15694,-109.36056,2.68,310
TMPF6,Tue Jul 01 15:03:00 PDT 2003,45.81805,-114.26305,1.34,150
TMPF7,Tue Jul 01 15:03:00 PDT 2003,46.53444,-110.88528,3.13,250
WHHM8,Tue Jul 01 15:03:00 PDT 2003,45.88334,-112.15,3.13,180
TR565,Tue Jul 01 15:01:00 PDT 2003,45.27056,-110.54333,4.02,160
YLWM8,Tue Jul 01 15:00:00 PDT 2003,45.16722,-111.35083,8.94,160
BDAN5,Tue Jul 01 15:03:00 PDT 2003,33.8,-106.88333,1.34,30
NS055,Tue Jul 01 15:01:00 PDT 2003,32.98333,-105.5,2.68,160
BPKN2,Tue Jul 01 15:03:00 PDT 2003,38.26111,-118.88028,7.15,220
DEDN2,Tue Jul 01 15:03:00 PDT 2003,39.26361,-118.94334,5.36,250
FISN2,Tue Jul 01 15:02:00 PDT 2003,38.93611,-119.65195,4.47,230
TR706,Tue Jul 01 15:03:00 PDT 2003,39.36055,-119.85416,4.47,180
F2141,Tue Jul 01 15:03:00 PDT 2003,34.75583,-94.98306,0.45,100
BWFO3,Tue Jul 01 15:02:00 PDT 2003,43.56111,-120.24861,7.6,210
CLFO3,Tue Jul 01 15:00:00 PDT 2003,42.63139,-121.55972,6.71,230
CQFO3,Tue Jul 01 15:00:00 PDT 2003,42.57695,-121.89361,3.13,260
FAFO3,Tue Jul 01 15:01:00 PDT 2003,44.81417,-117.72889,3.13,300
OYFO3,Tue Jul 01 15:01:00 PDT 2003,42.97639,-121.42194,3.58,210
SHFO3,Tue Jul 01 15:00:00 PDT 2003,43.51528,-119.2925,5.81,220
SDFO3,Tue Jul 01 15:01:00 PDT 2003,42.4075,-122.19139,2.24,280
F2146,Tue Jul 01 15:02:00 PDT 2003,34.63334,-81.6,1.79,110
F2147,Tue Jul 01 15:02:00 PDT 2003,33.15972,-79.83056,1.34,110
ARAU1,Tue Jul 01 15:03:00 PDT 2003,40.59834,-113.02167,4.02,220
BRAU1,Tue Jul 01 15:00:00 PDT 2003,40.88445,-110.82917,3.13,120
TR943,Tue Jul 01 15:02:00 PDT 2003,39.24389,-109.4675,5.36,170
TR439,Tue Jul 01 15:02:00 PDT 2003,38.105,-112.22472,5.36,230
ENTU1,Tue Jul 01 15:03:00 PDT 2003,37.55861,-113.71722,7.6,210
HOHU1,Tue Jul 01 15:01:00 PDT 2003,38.66667,-112.65083,8.05,240
ABNW1,Tue Jul 01 15:01:00 PDT 2003,46.35,-123.1,0.89,280
EKRW1,Tue Jul 01 15:01:00 PDT 2003,46.35222,-122.60583,0.89,280
WRFW1,Tue Jul 01 15:00:00 PDT 2003,45.7,-122.06667,0.45,230
HURW1,Tue Jul 01 15:00:00 PDT 2003,47.96778,-123.63472,3.58,350
MIPW1,Tue Jul 01 15:00:00 PDT 2003,46.89222,-123.41528,1.79,70
TRFW1,Tue Jul 01 15:02:00 PDT 2003,46.11666,-121.68333,1.79,250
VPFW1,Tue Jul 01 15:01:00 PDT 2003,47.85,-120.9,2.24,240
QADW4,Tue Jul 01 15:03:00 PDT 2003,44.9275,-110.99028,4.47,220
BMTC2,Tue Jul 01 15:10:00 PDT 2003,39.87,-105.297,1.79,0
QURC2,Tue Jul 01 15:10:00 PDT 2003,39.639,-104.769,1.7,135
DHPC2,Tue Jul 01 15:10:00 PDT 2003,39.754,-105.016,1.79,6
EBBC2,Tue Jul 01 15:10:00 PDT 2003,39.245,-104.589,3.08,4
BHNC2,Tue Jul 01 15:10:00 PDT 2003,39.993,-104.817,0.63,191
SQWC2,Tue Jul 01 15:10:00 PDT 2003,39.681,-105.496,0.85,91
HGCC2,Tue Jul 01 15:10:00 PDT 2003,39.672,-105.347,0.45,155
HIGC2,Tue Jul 01 15:10:00 PDT 2003,39.562,-105.019,0.89,140
SAPC2,Tue Jul 01 15:10:00 PDT 2003,39.499,-104.776,0.72,343
COKC2,Tue Jul 01 15:10:00 PDT 2003,39.376,-104.846,1.07,79
WRDC2,Tue Jul 01 15:10:00 PDT 2003,40.035,-105.541,1.12,208
SFSC2,Tue Jul 01 15:10:00 PDT 2003,40.018,-105.404,1.48,51
LEWC2,Tue Jul 01 15:10:00 PDT 2003,39.992,-105.153,1.16,112
CALC2,Tue Jul 01 15:10:00 PDT 2003,40.148,-105.39,0.54,220
BTRC2,Tue Jul 01 15:10:00 PDT 2003,40.221,-105.369,1.52,124
SJEI4,Tue Jul 01 15:15:00 PDT 2003,42,-94.37,1.54,180
SINI4,Tue Jul 01 15:15:00 PDT 2003,41.37,-93.55,1.54,70
SGRI4,Tue Jul 01 15:15:00 PDT 2003,41.68,-93.79,3.09,160
SFOI4,Tue Jul 01 15:15:00 PDT 2003,41.29,-94.57,2.06,140
