YEAR,MONTH,DAY,STID,PDIR,WSPD
2014,4,20,WASH,7,7.55
2014,4,21,WASH,15,6.93
2014,4,22,WASH,15,5.99
2014,4,23,WASH,7,11.19
2014,4,24,WASH,15,13.57
2014,4,25,WASH,-996,9.44
2014,4,26,WASH,7,14.96
2014,4,27,WASH,10,15.9
2014,4,28,WASH,13,10.32
2014,4,29,WASH,15,12.44
2014,4,30,WASH,15,12.93
2014,5,1,WASH,-996,7.98
2014,5,2,WASH,-996,4.66
2014,5,3,WASH,-996,7.36
2014,5,4,WASH,9,12.64
2014,5,5,WASH,8,13.42
2014,5,6,WASH,7,13.79
2014,5,7,WASH,7,14.48
2014,5,8,WASH,7,11.01
2014,5,9,WASH,-996,5.09
2014,5,10,WASH,7,12.22
2014,5,11,WASH,7,19.28
2014,5,12,WASH,15,13.85
2014,5,13,WASH,0,11.34
2014,5,14,WASH,-996,9.3
2014,5,15,WASH,-996,5.93
2014,5,16,WASH,-996,8.82
2014,5,17,WASH,3,10.36
2014,5,18,WASH,6,11.51
2014,5,19,WASH,8,18.27
2014,5,20,WASH,8,16.45
2014,5,21,WASH,8,13.93
2014,5,22,WASH,7,8.56
2014,5,23,WASH,7,7
2014,5,24,WASH,-996,4.96
2014,5,25,WASH,8,8.04
2014,5,26,WASH,6,6.44
2014,5,27,WASH,0,6.71
2014,5,28,WASH,2,6.07
2014,5,29,WASH,-996,5.35
2014,5,30,WASH,2,6.61
2014,5,31,WASH,5,4.69
2014,6,1,WASH,7,9.89
2014,6,2,WASH,6,9.55
2014,6,3,WASH,8,10.86
2014,6,4,WASH,7,13.28
2014,6,5,WASH,7,11.05
2014,6,6,WASH,7,9.18
2014,6,7,WASH,-996,6.31
2014,6,8,WASH,2,6.75
2014,6,9,WASH,12,10.31
2014,6,10,WASH,14,10.29
2014,6,11,WASH,-996,6.9
2014,6,12,WASH,1,8.87
2014,6,13,WASH,5,6.54
2014,6,14,WASH,7,13.76
2014,6,15,WASH,8,11.69
2014,6,16,WASH,7,13.1
2014,6,17,WASH,8,14.89
2014,6,18,WASH,8,13.8
2014,6,19,WASH,7,9
2014,6,20,WASH,8,6.6
2014,6,21,WASH,8,6.91
2014,6,22,WASH,7,8.4
2014,6,23,WASH,-996,7.06
2014,6,24,WASH,-996,4.03
2014,6,25,WASH,-996,6.28
2014,6,26,WASH,7,9.09
2014,6,27,WASH,7,14.81
2014,6,28,WASH,7,11.76
2014,6,29,WASH,8,11.92
2014,6,30,WASH,8,14.27
2014,7,1,WASH,1,7.04
2014,7,2,WASH,-996,6.94
2014,7,3,WASH,2,6.25
2014,7,4,WASH,6,6.97
2014,7,5,WASH,8,9.7
2014,7,6,WASH,8,9.71
2014,7,7,WASH,9,8.93
2014,7,8,WASH,11,7.9
2014,7,9,WASH,3,5.71
2014,7,10,WASH,6,8.28
2014,7,11,WASH,8,10.01
2014,7,12,WASH,-996,8.21
2014,7,13,WASH,-996,6.75
2014,7,14,WASH,-996,4.04
2014,7,15,WASH,2,7.87
2014,7,16,WASH,4,8.15
2014,7,17,WASH,4,8.05
2014,7,18,WASH,3,4.34
2014,7,19,WASH,6,5.74
2014,7,20,WASH,7,7.94
2014,7,21,WASH,7,7.38
2014,7,22,WASH,6,5.49
2014,7,23,WASH,-996,5.1
2014,7,24,WASH,-996,5.48
2014,7,25,WASH,9,9.83
2014,7,26,WASH,9,9.63
2014,7,27,WASH,2,8.13
2014,7,28,WASH,-996,5.04
2014,7,29,WASH,-996,4.34
2014,7,30,WASH,-996,7.91
2014,7,31,WASH,2,7.82
2014,8,1,WASH,-996,3.85
2014,8,2,WASH,-996,3.42
2014,8,3,WASH,-996,3.62
2014,8,4,WASH,-996,3.3
2014,8,5,WASH,-996,4.59
2014,8,6,WASH,7,8.68
2014,8,7,WASH,8,8.59
2014,8,8,WASH,2,5.59
2014,8,9,WASH,-996,5.24
2014,8,10,WASH,-996,5.17
2014,8,11,WASH,1,7.17
2014,8,12,WASH,1,6.74
2014,8,13,WASH,-996,4.96
2014,8,14,WASH,-996,7.31
2014,8,15,WASH,7,9.25
2014,8,16,WASH,7,6.22
2014,8,17,WASH,-996,6.83
2014,8,18,WASH,-996,8.75
2014,8,19,WASH,-996,8.67
2014,8,20,WASH,7,11.44
2014,8,21,WASH,7,11.59
2014,8,22,WASH,7,11.64
2014,8,23,WASH,7,9.4
2014,8,24,WASH,7,9.1
2014,8,25,WASH,6,6.94
2014,8,26,WASH,-996,5.77
2014,8,27,WASH,-996,5.73
2014,8,28,WASH,6,8.45
2014,8,29,WASH,-996,5.82
2014,8,30,WASH,-996,3.96
2014,8,31,WASH,7,11.93
2014,9,1,WASH,8,14.9
2014,9,2,WASH,6,11.77
2014,9,3,WASH,7,10.97
2014,9,4,WASH,8,12.05
2014,9,5,WASH,7,9.24
2014,9,6,WASH,1,8.9
2014,9,7,WASH,1,5.12
2014,9,8,WASH,-996,6.6
2014,9,9,WASH,8,12.39
2014,9,10,WASH,8,12.82
2014,9,11,WASH,1,10.67
2014,9,12,WASH,1,13.09
2014,9,13,WASH,1,7.29
2014,9,14,WASH,7,5.5
2014,9,15,WASH,7,5.2
2014,9,16,WASH,-996,4.04
2014,9,17,WASH,-996,5.99
2014,9,18,WASH,-996,5.31
2014,9,19,WASH,6,6.41
2014,9,20,WASH,7,5.87
2014,9,21,WASH,-996,6.16
2014,9,22,WASH,3,6.78
2014,9,23,WASH,-996,7.11
2014,9,24,WASH,6,6.62
2014,9,25,WASH,-996,4.03
2014,9,26,WASH,-996,4.68
2014,9,27,WASH,6,5.51
2014,9,28,WASH,-996,3.83
2014,9,29,WASH,-996,4.11
2014,9,30,WASH,6,8.48
2014,10,1,WASH,7,13.05
2014,10,2,WASH,14,11.68
2014,10,3,WASH,0,10.18
2014,10,4,WASH,13,6.69
2014,10,5,WASH,-996,4.1
2014,10,6,WASH,-996,5.83
2014,10,7,WASH,-996,5.63
2014,10,8,WASH,7,8.56
2014,10,9,WASH,7,9.51
2014,10,10,WASH,0,11.07
2014,10,11,WASH,0,8.07
2014,10,12,WASH,7,10.59
2014,10,13,WASH,14,13.13
2014,10,14,WASH,13,9.43
2014,10,15,WASH,-996,3.2
2014,10,16,WASH,-996,7
2014,10,17,WASH,1,8.84
2014,10,18,WASH,1,7.67
2014,10,19,WASH,7,5.95
2014,10,20,WASH,-996,3.65
2014,10,21,WASH,-996,4.07
2014,10,22,WASH,-996,5.05
2014,10,23,WASH,6,6.56
2014,10,24,WASH,6,6.36
2014,10,25,WASH,-996,5.34
2014,10,26,WASH,8,10.84
2014,10,27,WASH,8,11.36
2014,10,28,WASH,1,10.52
2014,10,29,WASH,-996,4.17
2014,10,30,WASH,-996,7.2
2014,10,31,WASH,1,10.07
2014,11,1,WASH,7,8.91
2014,11,2,WASH,7,13.59
2014,11,3,WASH,8,13.34
2014,11,4,WASH,-996,7.84
2014,11,5,WASH,-996,3.74
2014,11,6,WASH,0,9.61
2014,11,7,WASH,-996,8.22
2014,11,8,WASH,0,11.39
2014,11,9,WASH,-996,9.92
2014,11,10,WASH,9,17.18
2014,11,11,WASH,0,16.51
2014,11,12,WASH,0,15.25
2014,11,13,WASH,0,10.71
2014,11,14,WASH,-996,4.3
2014,11,15,WASH,6,10.26
2014,11,16,WASH,0,11.21
2014,11,17,WASH,-996,8.4
2014,11,18,WASH,9,8.01
2014,11,19,WASH,-996,4.81
2014,11,20,WASH,3,6.6
2014,11,21,WASH,6,9.29
2014,11,22,WASH,6,11.85
2014,11,23,WASH,7,13.52
2014,11,24,WASH,13,8.61
2014,11,25,WASH,9,6.49
2014,11,26,WASH,15,10.75
2014,11,27,WASH,7,5.89
2014,11,28,WASH,8,12.16
2014,11,29,WASH,9,16.1
2014,11,30,WASH,9,14.12
2014,12,1,WASH,0,11.94
2014,12,2,WASH,8,6.02
2014,12,3,WASH,3,6.39
2014,12,4,WASH,6,4.55
2014,12,5,WASH,15,9.45
2014,12,6,WASH,1,7.88
2014,12,7,WASH,7,5.13
2014,12,8,WASH,-996,3.81
2014,12,9,WASH,-996,4.74
2014,12,10,WASH,6,6.33
2014,12,11,WASH,5,5.68
2014,12,12,WASH,5,7.07
2014,12,13,WASH,6,9.75
2014,12,14,WASH,7,13.84
2014,12,15,WASH,14,13.01
2014,12,16,WASH,0,8.83
2014,12,17,WASH,5,6.73
2014,12,18,WASH,-996,4.7
2014,12,19,WASH,-996,4.77
2014,12,20,WASH,-996,4.92
2014,12,21,WASH,7,10.79
2014,12,22,WASH,15,8.37
2014,12,23,WASH,15,12.74
2014,12,24,WASH,14,10.34
2014,12,25,WASH,8,14.29
2014,12,26,WASH,8,12.82
2014,12,27,WASH,15,11.99
2014,12,28,WASH,-996,4.3
2014,12,29,WASH,4,8.31
2014,12,30,WASH,0,12.94
2014,12,31,WASH,-996,7.51
